"lang"
{
	"Language"	"Russian"
		"DOTA_Tooltip_modifier_ghost_revenant_exhaustion"                                                 "Истощение"
		"DOTA_Tooltip_modifier_ghost_revenant_exhaustion_Description"                                     "Скорость перемещения: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_ghost_revenant_ghost_immolation_debuff"                                    "Призрачное Возгорание"
		"DOTA_Tooltip_modifier_ghost_revenant_ghost_immolation_debuff_Description"                        "Получение периодического урона."
		"DOTA_Tooltip_modifier_ghost_revenant_miasma"                                                     "Миазм"
		"DOTA_Tooltip_modifier_ghost_revenant_miasma_Description"                                         "обеспечивает следующую позицию: %dMODIFIER_PROPERTY_PROVIDES_FOW_POSITION%.Скорость перемещения: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_ghost_revenant_wraith"                                                     "Дух"
		"DOTA_Tooltip_modifier_ghost_revenant_wraith_Description"                                         "Магическое сопротивление: %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%.Скорость перемещения: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.абсолютное отсутствие физических повреждений: %dMODIFIER_PROPERTY_ABSOLUTE_NO_DAMAGE_PHYSICAL%."
		"DOTA_Tooltip_modifier_holdout_frost_arrows_slow"                                                 "Ледяные стрелы Замедление"
		"DOTA_Tooltip_modifier_holdout_frost_arrows_slow_Description"                                     "Скорость перемещения: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_imba_overload_buff"                                                        "Перегрузка"
		"DOTA_Tooltip_modifier_imba_overload_buff_Description"                                            "Imba Перегрузка активна."
		"DOTA_Tooltip_modifier_orb_of_earth"                                                              "Сфера земли"
		"DOTA_Tooltip_modifier_orb_of_earth_Description"                                                  "Урон от атаки: %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%."
		"DOTA_Tooltip_modifier_orb_of_wind_active"                                                        "Сфера ветра"
		"DOTA_Tooltip_modifier_orb_of_wind_active_Description"                                            "Сфера ветра включена.Уклонение от атак активирует Зефир;Tempest Aegis также добавляет к тому же усилению уменьшение урона Tempest Guard."
		"DOTA_Tooltip_modifier_orb_of_wind_zephyr"                                                        "Зефир"
		"DOTA_Tooltip_modifier_orb_of_wind_zephyr_Description"                                            "Скорость перемещения: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.Полученный урон: %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_xhs_phase_one_wave_scaling"                                                "Волновое расширение возможностей"
		"DOTA_Tooltip_modifier_xhs_phase_one_wave_scaling_Description"                                    "Волновая прогрессия увеличивает максимальное здоровье и базовый урон на %dMODIFIER_PROPERTY_TOOLTIP%%%, а броня на %dMODIFIER_PROPERTY_TOOLTIP2%%%."
		"DOTA_Tooltip_modifier_xhs_brewmaster_drunken_haze_burn"                                          "Горение!"
		"DOTA_Tooltip_modifier_xhs_brewmaster_drunken_haze_burn_Description"                              "Получение периодического урона."
		"DOTA_Tooltip_modifier_xhs_brewmaster_drunken_haze_debuff"                                        "Похмелье"
		"DOTA_Tooltip_modifier_xhs_brewmaster_drunken_haze_debuff_Description"                            "Скорость перемещения: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.Упустить шанс: %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_xhs_trueshot"                                                              "Аура Меткости"
		"DOTA_Tooltip_modifier_xhs_trueshot_Description"                                                  "Урон от атаки: %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%."
		"DOTA_Tooltip_modifier_strength_of_the_wild"                                                      "Сила природы"
		"DOTA_Tooltip_modifier_strength_of_the_wild_Description"                                          "Нанесенный урон: %dMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_devotion_buff"                                                             "Доспехи веры"
		"DOTA_Tooltip_modifier_devotion_buff_Description"                                                 "Броня: %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
		"DOTA_Tooltip_modifier_shield_of_invincibility"                                                   "<font color='#cb2d2d'>Щит непобедимости</font>"
		"DOTA_Tooltip_modifier_shield_of_invincibility_Description"                                       "Полученный урон: %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%.Здоровье: %dMODIFIER_PROPERTY_HEALTH_BONUS%."
		"DOTA_Tooltip_modifier_command_buff"                                                              "Командная аура"
		"DOTA_Tooltip_modifier_command_buff_Description"                                                  "Нанесенный урон: %dMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_endurance_buff"                                                            "Аура Выносливости"
		"DOTA_Tooltip_modifier_endurance_buff_Description"                                                "Скорость перемещения: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.Базовое время атаки: %dMODIFIER_PROPERTY_BASE_ATTACK_TIME_CONSTANT%.Скорость атаки: %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_unholy_buff"                                                               "Аура Нечисти"
		"DOTA_Tooltip_modifier_unholy_buff_Description"                                                   "Регенерация здоровья: %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%.Скорость перемещения: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_xhs_spirit_mandala_burn"                                                   "Мандала Жертвоприношение"
		"DOTA_Tooltip_modifier_xhs_spirit_mandala_burn_Description"                                       "Получает урон от огня каждую секунду."
		"DOTA_Tooltip_modifier_xhs_spirit_mandala_storm"                                                  "Мандала Перезарядка"
		"DOTA_Tooltip_modifier_xhs_spirit_mandala_storm_Description"                                      "Полученный урон увеличивается на %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_xhs_spirit_storm_silence"                                                  "Штормовая тишина"
		"DOTA_Tooltip_modifier_xhs_spirit_storm_silence_Description"                                      "Замолчал бурей.Этот эффект не суммируется и не может повлиять на юнитов с иммунитетом к магии."
		"DOTA_Tooltip_modifier_xhs_spirit_fire_burn"                                                      "Дух огня"
		"DOTA_Tooltip_modifier_xhs_spirit_fire_burn_Description"                                          "Получая чистый урон от огня каждую секунду."
		"DOTA_Tooltip_modifier_xhs_spirit_earth_guard"                                                    "Каменный страж"
		"DOTA_Tooltip_modifier_xhs_spirit_earth_guard_Description"                                        "Получаемый урон уменьшается на %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_xhs_lich_king_frost_slow"                                                  "Мороз замедлен"
		"DOTA_Tooltip_modifier_xhs_lich_king_remorseless"                                                 "Безжалостная зима"
		"DOTA_Tooltip_modifier_xhs_lich_king_frozen_throne"                                               "Души Ледяной Скорби"
		"DOTA_Tooltip_modifier_xhs_lich_king_frostbite"                                                   "Обморожение"
		"DOTA_Tooltip_modifier_xhs_spirit_master_slow"                                                    "Элементальное замедление"
		"DOTA_Tooltip_modifier_xhs_spirit_discordant_echo"                                                "Несогласованное эхо"
		"DOTA_Tooltip_modifier_xhs_crypt_lord_infested"                                                   "Заражённый"
		"DOTA_Tooltip_modifier_xhs_crypt_lord_infested_Description"                                       "Жуки-падальщики наносят этому юниту дополнительный урон и, пока активен переключатель Прокола, автоматически расставляют приоритеты."
		"DOTA_Tooltip_modifier_xhs_carrion_plague"                                                        "Падальная чума"
		"DOTA_Tooltip_modifier_xhs_carrion_plague_Description"                                            "Получение постепенного урона ядом.Суммируется до трех раз и взрывается при смерти, не распространяясь."
		"DOTA_Tooltip_modifier_xhs_spiked_carapace_active"                                                "Шипастый панцирь"
		"DOTA_Tooltip_modifier_xhs_spiked_carapace_active_Description"                                    "Входящий урон уменьшен.Каждая третья полученная атака выпускает всплеск области."
		"DOTA_Tooltip_modifier_xhs_frenzy_of_the_hive"                                                    "Безумие улья"
		"DOTA_Tooltip_modifier_xhs_frenzy_of_the_hive_Description"                                        "Увеличивается скорость атаки и передвижения."
		"DOTA_Tooltip_modifier_rifleman_bloodlust"                                                        "Жажда крови"
		"DOTA_Tooltip_modifier_rifleman_bloodlust_Description"                                            "Скорость движения: %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%.Скорость атаки: %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%.Исходящий урон от атаки: %dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%."
		"DOTA_Tooltip_ability_muradin_avatar"                                                             "Мощь гор"
		"DOTA_Tooltip_ability_muradin_avatar_Description"                                                 "Герой входит в ярость, что даёт ему дополнительные броню, здоровье и урон."
		"DOTA_Tooltip_ability_muradin_avatar_bonus_ms"                                                    "ДОП. СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_muradin_avatar_duration"                                                    "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_muradin_true_strike"                                                        "Настоящий удар"
		"DOTA_Tooltip_ability_muradin_true_strike_Description"                                            "MuradinАтаки не могут промахнуться и игнорировать уклонение."
		"DOTA_Tooltip_modifier_muradin_avatar"                                                            "Мощь гор"
		"DOTA_Tooltip_modifier_muradin_avatar_Description"                                                "Мурадин впадает в ярость на короткое время."
		"DOTA_Tooltip_modifier_muradin_true_strike"                                                       "Настоящий удар"
		"DOTA_Tooltip_modifier_muradin_true_strike_Description"                                           "MuradinАтаки не могут промахнуться и игнорировать уклонение."
		"xhs_holdout"                                                                                     "Азерот"
		"xhs_bosses"                                                                                      "Азерот"
		"Dungeon_Zone"                                                                                    "Зона"
		"Dungeon_ZoneTime"                                                                                "Время Зоны"
		"Dungeon_Scoreboard_Kills"                                                                        "Убийств"
		"Dungeon_Scoreboard_Deaths"                                                                       "Смертей"
		"Dungeon_Scoreboard_GoldBags"                                                                     "Мешков с золотом"
		"Dungeon_Scoreboard_Potions"                                                                      "Зелья"
		"Dungeon_Scoreboard_Total"                                                                        "Всего"
		"Dungeon_ZoneDesc_xhs_holdout"                                                                    "Армия Короля лича пытается уничтожить вашу базу, вы должны защитить её!"
		"DOTA_TI7_CampaignDetails_Zone01_1_Req"                                                           "Умрите меньше 7 раз."
		"DOTA_TI7_CampaignDetails_Zone01_2_Req"                                                           "Умрите меньше 4 раз."
		"DOTA_TI7_CampaignDetails_Zone01_3_Req"                                                           "Не умирайте ни разу."
		"DOTA_XHS_Quests"                                                                                 "Задания"
		"defend_castle"                                                                                   "Обороняйте Замок"
		"kill_rax"                                                                                        "Фаза 1: Выживите до стадии фарма (18 минут)"
		"kill_dest_mag"                                                                                   "Переживите волну Магнусов"
		"kill_ice_towers"                                                                                 "Фаза 2: Выживите до финальной волны (27 минут)"
		"kill_final_wave"                                                                                 "Победите последнюю волну"
		"teleport_top"                                                                                    "Поговорите с Шалем Лигхтвиндером"
		"teleport_arthas"                                                                                 "Поговорите с Утером Светоносным"
		"kill_mag"                                                                                        "Фаза 3: Победите Магтеридона"
		"clear_grom_vanguard"                                                                             "Разбить авангард Грома"
		"kill_grom"                                                                                       "Победите Грома Задиру"
		"kill_illidan"                                                                                    "Победите Иллидана Ярость Бури"
		"kill_balanar"                                                                                    "Победите Баланара"
		"kill_proudmoore"                                                                                 "Победите Адмирала Праудмура"
		"free_uther"                                                                                      "Разрушьте ледяную тюрьму Утера"
		"kill_arthas"                                                                                     "Победите Артаса"
		"kill_banehallow"                                                                                 "Победите Бейнхаллоу"
		"kill_lich_king"                                                                                  "Победите Короля мертвых (Артаса)"
		"kill_spirit_master"                                                                              "Победите Мастера Духов"
		"kill_spirit_master_remnants"                                                                     "Победите Духов Мастера Духов"
		"DOTA_Siltbreaker_Quests"                                                                         "ЗАДАНИЯ"
		"DOTA_Siltbreaker_ContinueSpeechText"                                                             "Я готов"
		"DOTA_Siltbreaker_NextSpeechText"                                                                 "Далее"
		"DOTA_Siltbreaker_PreviousZone"                                                                   "Предыдущая зона"
		"DOTA_Siltbreaker_NextZone"                                                                       "Следующая зона"
		"DOTA_Siltbreaker_Disconnect"                                                                     "Покинуть"
		"DOTA_Siltbreaker_Continue"                                                                       "Продолжить"
		"DOTA_Siltbreaker_Failure"                                                                        "Силы Тьмы побеждают!"
		"DOTA_Siltbreaker_Success"                                                                        "Силы Света побеждают!"
		"DOTA_Siltbreaker_RelicsButton"                                                                   "Артефакты"
		"DOTA_Siltbreaker_PersonalBestTime"                                                               "Личный рекорд: {s:best_time}"
		"npc_dota_crate"                                                                                  "Деревянный ящик"
		"DOTA_Tooltip_ability_item_tombstone"                                                             "Надгробие"
		"DOTA_Chat_Tombstone_Pinged"                                                                      "Павший союзник здесь."
		"DOTA_Tooltip_ability_item_bag_of_gold"                                                           "Мешок золота"
		"DOTA_Tooltip_Ability_item_life_rune"                                                             "Руна Жизни"
		"DOTA_Tooltip_ability_item_book_of_strength"                                                      "Книга Силы"
		"DOTA_Tooltip_ability_item_book_of_strength_Description"                                          "При прочтении увеличивает Силу на 3"
		"DOTA_Tooltip_ability_item_book_of_agility"                                                       "Книга Ловкости"
		"DOTA_Tooltip_ability_item_book_of_agility_Description"                                           "При прочтении увеличивает Ловкость на 3"
		"DOTA_Tooltip_ability_item_book_of_intelligence"                                                  "Книга Мудрости"
		"DOTA_Tooltip_ability_item_book_of_intelligence_Description"                                      "При прочтении увеличивает Интеллект на 3"
		"DOTA_Tooltip_modifier_campfire_effect"                                                           "Тепло Костра"
		"DOTA_Tooltip_modifier_campfire_effect_Description"                                               "Регенерация здоровья: %dMODIFIER_PROPERTY_HEALTH_REGEN_PERCENTAGE%%%.Общий процент регенерации маны: %dMODIFIER_PROPERTY_MANA_REGEN_TOTAL_PERCENTAGE%."
		"DOTA_Tooltip_modifier_book_of_strength"                                                          "Книга Силы"
		"DOTA_Tooltip_modifier_book_of_strength_Description"                                              "Сила, полученная от прочтенных Книг."
		"DOTA_Tooltip_modifier_book_of_agility"                                                           "Книга Ловкости"
		"DOTA_Tooltip_modifier_book_of_agility_Description"                                               "Ловкость, полученная от прочтенных Книг."
		"DOTA_Tooltip_modifier_book_of_intelligence"                                                      "Книга Мудрости"
		"DOTA_Tooltip_modifier_book_of_intelligence_Description"                                          "Интеллект, полученный от прочтенных Книг."
		"Dungeon_FoundChestItem"                                                                          "{s:player_name} нашел клад, содержащий: {s:locstring_value}"
		"Dungeon_FoundChestGold"                                                                          "{s:player_name} нашел клад, содержащий: <font color='#ffd825'>{d:int_value}</font><panel class='CombatEventGoldIcon'/>"
		"Dungeon_FoundChestTrap"                                                                          "{s:player_name} нашел клад, содержащий: <font color='#ffd825'>{s:locstring_value}</font>!"
		"Dungeon_FoundLifeRune"                                                                           "{s:player_name} нашел {s:locstring_value}!"
		"Dungeon_FoundNewRelic"                                                                           "{s:player_name} нашел новый Артефакт: <font color='#4ae0bf'>{s:locstring_value}</font>!"
		"Dungeon_KilledByCreature"                                                                        "{s:player_name} был убит {s:locstring_value}"
		"Dungeon_ReachedCheckpoint"                                                                       "{s:player_name} доехали до новой КПП!"
		"Dungeon_KeyItem"                                                                                 "{s:player_name} нашел квестовый предмет: {s:locstring_value}!"
		"Dungeon_Rune"                                                                                    "{s:player_name} взял руну: {s:locstring_value}!"
		"npc_xhs_paladin"                                                                                 "Шал Лайтбиндер"
		"npc_xhs_paladin_2"                                                                               "Утер Светоносный"
		"npc_xhs_uther_ice_prison"                                                                        "Ледяная тюрьма Утера"
		"Dialog_ForestChief_DefendTheCamp"                                                                "Наконец... тюрьма разрушена.Моя благодарность вам, герои."
		"Dialog_Shal_Lightbinder_2"                                                                       "Пока я был связан, я почувствовал, как враг собирается за воротами.Осада была лишь их первым испытанием."
		"Dialog_Shal_Lightbinder_3"                                                                       "Я могу открыть путь в их царство, но заклинание приведет нас только один раз.Соберитесь с силами."
		"Dialog_Shal_Lightbinder_4"                                                                       "Путь открыт.Дайте слово, и Свет перенесет нас в их владения – прямо к источнику вторжения."
		"Dialog_ForestChief_DefendTheCamp2"                                                               "Дорога к Ледяному Трону открыта.За пределами этого отрывка Arthas ждет — и расплата, которой я боялся с тех пор, как пал Лордерон."
		"Dialog_Uther_Lightbringer_2"                                                                     "Однажды я назвал его принцем.Теперь только Lich King остается, и Ледяная Скорбь питается каждой душой, которую забирает."
		"Dialog_Uther_Lightbringer_3"                                                                     "Укрепите свои сердца.За пределами этого перехода милосердие не может достичь его, а колебания только сделают его сильнее."
		"Dialog_Uther_Lightbringer_4"                                                                     "Встаньте вместе.Когда каждый герой готов, мы сталкиваемся Arthas - и покончим с этим."
		"xhs_sp_title"                                                                                    "Пропуск сторонника"
		"xhs_sp_tab_overview"                                                                             "Обзор"
		"xhs_sp_tab_achievements"                                                                         "Достижения"
		"xhs_sp_tab_rewards"                                                                              "Награды"
		"xhs_sp_tab_shop"                                                                                 "Магазин"
		"xhs_sp_tab_armory"                                                                               "Оружейная палата"
		"xhs_sp_tab_settings"                                                                             "Настройки"
		"xhs_sp_player"                                                                                   "Игрок"
		"xhs_sp_free_player"                                                                              "Бесплатный игрок"
		"xhs_sp_free"                                                                                     "Бесплатно"
		"xhs_sp_tier"                                                                                     "Уровень"
		"xhs_sp_tier_value"                                                                               "Уровень {tier}"
		"xhs_sp_level_value"                                                                              "Уровень {level}"
		"xhs_sp_season_level"                                                                             "Уровень сезона"
		"xhs_sp_season_level_value"                                                                       "Уровень сезона {level}"
		"xhs_sp_global_xp"                                                                                "Глобальный опыт"
		"xhs_sp_supporter_xp"                                                                             "Опыт сторонника"
		"xhs_sp_xp"                                                                                       "XP"
		"xhs_sp_fragments"                                                                                "Фрагменты"
		"xhs_sp_fragments_lower"                                                                          "фрагменты"
		"xhs_sp_achievements_eyebrow"                                                                     "Постоянное наследие"
		"xhs_sp_achievements_title"                                                                       "Достижения XHS"
		"xhs_sp_achievements_intro"                                                                       "Превратите десятилетие осад в постоянные вехи.Зарабатывайте фрагменты, увеличивайте количество своих достижений и демонстрируйте подвиги, определяющие вашу учетную запись."
		"xhs_sp_achievement_score"                                                                        "Оценка достижений"
		"xhs_sp_achievement_record_holder"                                                                "Обладатель мирового рекорда"
		"xhs_sp_achievement_record_worldwide"                                                             "По всему миру"
		"xhs_sp_achievement_record_value"                                                                 "Запись"
		"xhs_sp_achievement_completion"                                                                   "Завершено"
		"xhs_sp_achievement_filter_all"                                                                   "Все достижения"
		"xhs_sp_achievement_filter_progress"                                                              "В процессе"
		"xhs_sp_achievement_filter_complete"                                                              "Завершено"
		"xhs_sp_achievement_filter_coming"                                                                "Скоро"
		"xhs_sp_achievement_rank_locked"                                                                  "Заблокировано"
		"xhs_sp_achievement_rank_bronze"                                                                  "Бронза"
		"xhs_sp_achievement_rank_silver"                                                                  "Серебро"
		"xhs_sp_achievement_rank_gold"                                                                    "Золото"
		"xhs_sp_achievement_rank_xhs"                                                                     "XHS Абсолют"
		"xhs_sp_achievement_rank_absolute"                                                                "Достижение завершено"
		"xhs_sp_achievement_secret"                                                                       "Тайна ждет за завесой."
		"xhs_sp_achievement_complete"                                                                     "Завершить"
		"xhs_sp_achievement_unlocked"                                                                     "Достижение разблокировано"
		"xhs_sp_achievement_reveal_all"                                                                   "Показать все"
		"xhs_sp_achievement_remaining"                                                                    "{count} ждем еще достижений"
		"xhs_sp_achievement_coming_in"                                                                    "Входя {release}"
		"xhs_sp_achievement_future_update"                                                                "будущее обновление"
		"xhs_sp_achievement_hero_complete"                                                                "Завершить"
		"xhs_sp_achievement_requirements"                                                                 "Требования"
		"xhs_sp_achievement_requirement_eligible"                                                         "Только подходящие совпадения: никаких ботов XHS, читов, режима инструментов, отказов и отключений."
		"xhs_achievement_veteran_defender_title"                                                          "Ветеран-защитник"
		"xhs_achievement_veteran_defender_description"                                                    "Завершить X Hero Siege бежит."
		"xhs_achievement_veteran_defender_requirement"                                                    "Завершить X Hero Siege беги."
		"xhs_achievement_victory_march_title"                                                             "Марш Победы"
		"xhs_achievement_victory_march_description"                                                       "Победа X Hero Siege бежит."
		"xhs_achievement_victory_march_requirement"                                                       "Выиграйте X Hero Siege беги."
		"xhs_achievement_endless_horde_title"                                                             "Бесконечная Орда"
		"xhs_achievement_endless_horde_description"                                                       "Прорвитесь сквозь вторгающуюся орду."
		"xhs_achievement_endless_horde_requirement"                                                       "Побеждайте вражеские юниты во время X Hero Siege бежит."
		"xhs_achievement_full_company_title"                                                              "Полная компания"
		"xhs_achievement_full_company_description"                                                        "Победите, имея четырех или более защитников."
		"xhs_achievement_full_company_requirement"                                                        "Выиграйте забег."
		"xhs_achievement_full_company_requirement_2"                                                      "В матче должно быть как минимум четыре человека-защитника."
		"xhs_achievement_event_veteran_title"                                                             "Ветеран событий"
		"xhs_achievement_event_veteran_description"                                                       "Проходите специальные мероприятия в своих кампаниях."
		"xhs_achievement_event_veteran_requirement"                                                       "Завершить Muradin, Ледяной инфернал, Дух зверя, Ramero & Baristol, или Sogat события."
		"xhs_achievement_all_hero_challenge_title"                                                        "Испытание всех героев"
		"xhs_achievement_all_hero_challenge_description"                                                  "Побеждайте каждым играбельным героем XHS."
		"xhs_achievement_all_hero_challenge_requirement"                                                  "Выиграйте забег с каждым игровым героем XHS."
		"xhs_achievement_all_hero_challenge_requirement_2"                                                "Герой засчитывается только после победы с этим героем."
		"xhs_achievement_siege_ascendant_title"                                                           "Осадный восходящий"
		"xhs_achievement_siege_ascendant_description"                                                     "Одержите победы во все более жестоких трудностях."
		"xhs_achievement_siege_ascendant_requirement"                                                     "Выиграйте забег;более высокая сложность также учитывается при расчете каждой более низкой сложности."
		"xhs_achievement_siege_ascendant_requirement_2"                                                   "Бронза: 10 побед в D2+ • Серебро: 25 побед в D3+."
		"xhs_achievement_siege_ascendant_requirement_3"                                                   "Золото: 50 побед в D4+ • XHS Absolute: 100 побед в D5."
		"xhs_achievement_the_ancient_stands_title"                                                        "Древние стенды"
		"xhs_achievement_the_ancient_stands_description"                                                  "Побеждайте, сохраняя все более совершенное древнее здоровье."
		"xhs_achievement_the_ancient_stands_requirement"                                                  "Выиграйте забег."
		"xhs_achievement_the_ancient_stands_requirement_2"                                                "Завершите как минимум с 70%/80%/90%/100% Древнего здоровья для получения бронзы/серебра/золота/абсолюта XHS."
		"xhs_achievement_borrowed_time_title"                                                             "Заемное время"
		"xhs_achievement_borrowed_time_description"                                                       "Победите на уровне сложности 3 или выше, не погибнув."
		"xhs_achievement_borrowed_time_requirement"                                                       "Победите на уровне сложности 3 или выше."
		"xhs_achievement_borrowed_time_requirement_2"                                                     "Не умирайте во время бега."
		"xhs_achievement_ahead_of_schedule_title"                                                         "Раньше графика"
		"xhs_achievement_ahead_of_schedule_description"                                                   "Выиграйте уровень сложности 5 до истечения таймера осады."
		"xhs_achievement_ahead_of_schedule_requirement"                                                   "Победите на сложности 5."
		"xhs_achievement_ahead_of_schedule_requirement_2"                                                 "Завершите за 90/80/70/60 минут и получите бронзу/серебро/золото/абсолют XHS."
		"xhs_achievement_one_against_the_siege_title"                                                     "Один против осады"
		"xhs_achievement_one_against_the_siege_description"                                               "Выиграйте в одиночку на уровне сложности 2–5."
		"xhs_achievement_one_against_the_siege_requirement"                                               "Будьте единственным защитником человека и выиграйте забег."
		"xhs_achievement_one_against_the_siege_requirement_2"                                             "Бронза: D2+ • Серебро: D3+ • Золото: D4+ • Абсолют XHS: D5."
		"xhs_achievement_boss_breaker_title"                                                              "Босс Брейкер"
		"xhs_achievement_boss_breaker_description"                                                        "Нанести урон X Hero Siege боссы."
		"xhs_achievement_boss_breaker_requirement"                                                        "Нанесите урон боссам XHS."
		"xhs_achievement_lifebringer_title"                                                               "Несущий жизнь"
		"xhs_achievement_lifebringer_description"                                                         "Восстановите здоровье защитникам."
		"xhs_achievement_lifebringer_requirement"                                                         "Накопить самоисцеление во время X Hero Siege бежит."
		"xhs_achievement_centaurs_retaliation_title"                                                      "Возмездие Кентавра"
		"xhs_achievement_centaurs_retaliation_description"                                                "Терпите невозможное наказание и остаетесь стоять."
		"xhs_achievement_centaurs_retaliation_requirement"                                                "Накопить урон, полученный во время X Hero Siege бежит."
		"xhs_achievement_harvest_of_war_title"                                                            "Жатва войны"
		"xhs_achievement_harvest_of_war_description"                                                      "Побеждайте врагов во время фермерского события."
		"xhs_achievement_harvest_of_war_requirement"                                                      "Побеждайте врагов во время фермерского события."
		"xhs_achievement_tome_scholar_title"                                                              "Том Ученый"
		"xhs_achievement_tome_scholar_description"                                                        "Накапливайте постоянные атрибуты с помощью фолиантов."
		"xhs_achievement_tome_scholar_requirement"                                                        "Получите постоянные атрибуты из томов."
		"xhs_achievement_first_victory_title"                                                             "Первая Победа"
		"xhs_achievement_first_victory_description"                                                       "Выиграйте свой первый подходящий X Hero Siege беги."
		"xhs_achievement_first_victory_requirement"                                                       "Выиграйте одно подходящее X Hero Siege беги."
		"xhs_achievement_muradins_trial_title"                                                            "Muradinиспытание"
		"xhs_achievement_muradins_trial_description"                                                      "Выжить Muradinэто вызов."
		"xhs_achievement_muradins_trial_requirement"                                                      "Выжить Muradinэто вызов."
		"xhs_achievement_frost_infernal_title"                                                            "Ледяной ад"
		"xhs_achievement_frost_infernal_description"                                                      "Победите Ледяного Инфернала."
		"xhs_achievement_frost_infernal_requirement"                                                      "Победите Ледяного Инфернала."
		"xhs_achievement_spirit_beast_title"                                                              "Дух Зверя"
		"xhs_achievement_spirit_beast_description"                                                        "Победите Духовного Зверя."
		"xhs_achievement_spirit_beast_requirement"                                                        "Победите Духовного Зверя."
		"xhs_achievement_ramero_baristol_title"                                                           "Ramero & Baristol"
		"xhs_achievement_ramero_baristol_description"                                                     "Преобладать в Ramero и Baristolарена."
		"xhs_achievement_ramero_baristol_requirement"                                                     "Победа Ramero и Baristolарена."
		"xhs_achievement_sogats_fall_title"                                                               "Sogatосень"
		"xhs_achievement_sogats_fall_description"                                                         "Поражение Sogat."
		"xhs_achievement_sogats_fall_requirement"                                                         "Поражение Sogat."
