"addon_game_name"													"X Hero Siege"
"DOTA_Tooltip_ability_ghost_revenant_blackjack_stun_duration"     "STUN DURATION:"
"DOTA_Tooltip_ability_ghost_revenant_blackjack_damage"          "DAMAGE:"
"DOTA_Tooltip_ability_ghost_revenant_blackjack_projectile_radius"   "PROJECTILE RADIUS:"
"DOTA_Tooltip_ability_ghost_revenant_blackjack_projectile_length"   "PROJECTILE LENGTH:"
"DOTA_Tooltip_ability_ghost_revenant_blackjack_projectile_speed"    "PROJECTILE SPEED:"
"DOTA_Tooltip_ability_ghost_revenant_blackjack_projectile_amount"   "NUMBER OF PROJECTILES:"
"DOTA_Tooltip_ability_ghost_revenant_blackjack_projectile_vision"   "PROJECTILE VISION:"


"DOTA_Tooltip_ability_ghost_revenant_wraith"              "Wraith"
"DOTA_Tooltip_ability_ghost_revenant_wraith_Description"        "Puts the hero into the Ethereal state for x seconds, at the same time increasing MS."
"DOTA_Tooltip_ability_ghost_revenant_wraith_res_reduction_pct"      "%MAGIC RESIST REDUCTION:"
"DOTA_Tooltip_ability_ghost_revenant_wraith_bonus_ms_pct"       "%BONUS MOVEMENT SPEED:"
"DOTA_Tooltip_ability_ghost_revenant_wraith_duration"         "DURATION:"


"DOTA_Tooltip_ability_ghost_revenant_miasma"              "Miasma"
"DOTA_Tooltip_ability_ghost_revenant_miasma_Description"        "Deals damage to all enemy units in an x AoE and applies a buff. This buff reveals invisible units and deals damage over time."
"DOTA_Tooltip_ability_ghost_revenant_miasma_area_of_effect"       "AREA OF EFFECT:"
"DOTA_Tooltip_ability_ghost_revenant_miasma_tick"           "TICK TIME:"
"DOTA_Tooltip_ability_ghost_revenant_miasma_duration"         "DURATION:"
"DOTA_Tooltip_ability_ghost_revenant_miasma_dmg_per_sec"        "DAMAGE PER SEC:"
"DOTA_Tooltip_ability_ghost_revenant_miasma_dmg_pct_per_sec"      "%HEALTH AS DAMAGE PER SEC:"


"DOTA_Tooltip_ability_ghost_revenant_ghost_immolation"          "Ghost Immolation"
"DOTA_Tooltip_ability_ghost_revenant_ghost_immolation_Description"    "Deal damage to enemies in 400 radius, dealing %health_as_damage_pct%% of the target’s health per second."
"DOTA_Tooltip_ability_ghost_revenant_ghost_immolation_radius"     "RADIUS:"
"DOTA_Tooltip_ability_ghost_revenant_ghost_immolation_tick_time"    "TICK TIME:"
"DOTA_Tooltip_ability_ghost_revenant_ghost_immolation_health_as_damage_pct"    "%HEALTH AS DAMAGE:"


"DOTA_Tooltip_ability_ghost_revenant_exhaustion"            "Exhaustion"
"DOTA_Tooltip_ability_ghost_revenant_exhaustion_Description"      "Reduces the movement speed of every enemy units on the map."
"DOTA_Tooltip_ability_ghost_revenant_exhaustion_ms_reduction_pct"   "%MOVEMENT SPEED:"
"DOTA_Tooltip_ability_ghost_revenant_exhaustion_duration"       "DURATION:"


"DOTA_Tooltip_ability_holdout_empower"							"Empower"
"DOTA_Tooltip_ability_holdout_empower_Description"				"Grants %cleave_pct%%  cleave and bonus damage to ally heroes."
"DOTA_Tooltip_ability_holdout_empower_bonus_damage_percentage"	"%BONUS DAMAGE:"
"DOTA_Tooltip_ability_holdout_empower_aura_radius"				"AURA RADIUS:"


"DOTA_Tooltip_ability_magnataur_skewer_winter"				"Skewer"
"DOTA_Tooltip_ability_magnataur_skewer_winter_Description"	"Charge in a direction, skewering all enemies along the way, dragging them with you to the destination, dealing damage and slowing them. <br>Gain %strength_gain% strength for %strength_gain_duration% seconds."
"DOTA_Tooltip_modifier_frostivus2018_magnataur_skewer_bonus_strength"				"Bonus Strength"
"DOTA_Tooltip_modifier_frostivus2018_magnataur_skewer_bonus_strength_Description"	"Grants %strength_gain% bonus strength."

"DOTA_Tooltip_ability_holdout_spiked_carapace_arthas"								"Spiked Carapace"
"DOTA_Tooltip_ability_holdout_spiked_carapace_arthas_Description"					"Returns a percentage of damage dealt to the attacker. Deals different damage to heroes."
"DOTA_Tooltip_ability_holdout_spiked_carapace_arthas_hero_return_percent"			"%HERO RETURN DAMAGE:"
"DOTA_Tooltip_ability_holdout_spiked_carapace_arthas_creep_return_percent"			"%CREEP RETURN DAMAGE:"
"DOTA_Tooltip_ability_holdout_spiked_carapace_arthas_bonus_armor"					"BONUS ARMOR:"

"DOTA_Tooltip_ability_xhs_centurion_necromastery"									"Necromastery"
"DOTA_Tooltip_ability_xhs_centurion_necromastery_Description"						"Stores souls from killed enemies, increasing attack damage."
"DOTA_Tooltip_ability_xhs_centurion_necromastery_necromastery_damage_per_soul"		"DAMAGE PER SOUL:"
"DOTA_Tooltip_ability_xhs_centurion_necromastery_necromastery_max_souls"			"MAX SOULS:"
"DOTA_Tooltip_ability_xhs_centurion_atrophy_aura"									"Atrophy Aura"
"DOTA_Tooltip_ability_xhs_centurion_atrophy_aura_Description"						"Nearby enemies deal reduced attack damage. Enemy deaths nearby grant temporary bonus damage."
"DOTA_Tooltip_ability_xhs_centurion_atrophy_aura_radius"							"RADIUS:"
"DOTA_Tooltip_ability_xhs_centurion_atrophy_aura_damage_reduction_pct"				"%DAMAGE REDUCTION:"
"DOTA_Tooltip_ability_xhs_centurion_atrophy_aura_bonus_damage_from_creep"			"CREEP BONUS DAMAGE:"
"DOTA_Tooltip_ability_xhs_centurion_atrophy_aura_bonus_damage_from_hero"			"HERO BONUS DAMAGE:"
"DOTA_Tooltip_ability_xhs_centurion_atrophy_aura_bonus_damage_duration"				"DURATION:"
"DOTA_Tooltip_ability_xhs_kobold_poof"												"Poof"
"DOTA_Tooltip_ability_xhs_kobold_poof_Description"									"Teleports to a target point or allied hero, damaging enemies at the start and destination."
"DOTA_Tooltip_ability_xhs_kobold_poof_radius"										"RADIUS:"
"DOTA_Tooltip_ability_xhs_kobold_poof_poof_damage"									"DAMAGE:"
"DOTA_Tooltip_ability_xhs_stone_giant_earth_splitter"								"Earth Splitter"
"DOTA_Tooltip_ability_xhs_stone_giant_earth_splitter_Description"					"Splits the earth in a long line. After a delay, enemies hit take damage based on maximum health and are slowed."
"DOTA_Tooltip_ability_xhs_stone_giant_earth_splitter_crack_time"						"DELAY:"
"DOTA_Tooltip_ability_xhs_stone_giant_earth_splitter_crack_width"					"WIDTH:"
"DOTA_Tooltip_ability_xhs_stone_giant_earth_splitter_crack_distance"					"DISTANCE:"
"DOTA_Tooltip_ability_xhs_stone_giant_earth_splitter_slow_pct"						"%SLOW:"
"DOTA_Tooltip_ability_xhs_stone_giant_earth_splitter_slow_duration"					"SLOW DURATION:"
"DOTA_Tooltip_ability_xhs_stone_giant_earth_splitter_damage_pct"						"%MAX HEALTH DAMAGE:"
"DOTA_Tooltip_ability_xhs_spirit_master_ball_lightning"								"Ball Lightning"
"DOTA_Tooltip_ability_xhs_spirit_master_ball_lightning_Description"					"Transforms into volatile electricity, moving to the target point and damaging enemies crossed."
"DOTA_Tooltip_ability_xhs_spirit_master_ball_lightning_ball_lightning_move_speed"	"MOVE SPEED:"
"DOTA_Tooltip_ability_xhs_spirit_master_ball_lightning_ball_lightning_aoe"			"RADIUS:"
"DOTA_Tooltip_ability_xhs_spirit_master_ball_lightning_ball_lightning_initial_mana_percentage"	"%INITIAL MANA:"
"DOTA_Tooltip_ability_xhs_spirit_master_ball_lightning_ball_lightning_travel_cost_percent"	"%TRAVEL MANA:"
"DOTA_Tooltip_ability_xhs_stone_giant_stone_gaze"									"Stone Gaze"
"DOTA_Tooltip_ability_xhs_stone_giant_stone_gaze_Description"						"Slows nearby enemies. Enemies that face the Stone Giant long enough are petrified and take increased physical damage."
"DOTA_Tooltip_ability_xhs_stone_giant_stone_gaze_radius"							"RADIUS:"
"DOTA_Tooltip_ability_xhs_stone_giant_stone_gaze_duration"							"DURATION:"
"DOTA_Tooltip_ability_xhs_stone_giant_stone_gaze_slow"								"%SLOW:"
"DOTA_Tooltip_ability_xhs_stone_giant_stone_gaze_stone_duration"					"PETRIFY DURATION:"
"DOTA_Tooltip_ability_xhs_stone_giant_stone_gaze_face_duration"						"FACE DURATION:"
"DOTA_Tooltip_ability_xhs_stone_giant_stone_gaze_bonus_physical_damage"				"%PHYSICAL DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_blood_hunger" "Blood Hunger"
"DOTA_Tooltip_ability_xhs_creep_blood_hunger_Description" "Attacks restore health based on damage dealt."
"DOTA_Tooltip_ability_xhs_creep_blood_hunger_lifesteal_pct" "%LIFESTEAL:"
"DOTA_Tooltip_ability_xhs_creep_heavy_hide" "Heavy Hide"
"DOTA_Tooltip_ability_xhs_creep_heavy_hide_Description" "Reduces incoming damage."
"DOTA_Tooltip_ability_xhs_creep_heavy_hide_damage_reduction_pct" "%DAMAGE REDUCTION:"
"DOTA_Tooltip_ability_xhs_creep_ricochet" "Moon Glaive"
"DOTA_Tooltip_ability_xhs_creep_ricochet_Description" "Attacks splash around the primary target."
"DOTA_Tooltip_ability_xhs_creep_ricochet_cleave_pct" "%SPLASH DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_ricochet_splash_radius" "SPLASH RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_dragon_blood" "Dragon Blood"
"DOTA_Tooltip_ability_xhs_creep_dragon_blood_Description" "Grants armor and maximum-health regeneration."
"DOTA_Tooltip_ability_xhs_creep_dragon_blood_bonus_armor" "BONUS ARMOR:"
"DOTA_Tooltip_ability_xhs_creep_dragon_blood_regen_pct" "%MAX HEALTH REGEN PER SECOND:"
"DOTA_Tooltip_ability_xhs_creep_double_tap" "Double Tap"
"DOTA_Tooltip_ability_xhs_creep_double_tap_Description" "Attacks can deal an additional physical hit."
"DOTA_Tooltip_ability_xhs_creep_double_tap_proc_chance" "%PROC CHANCE:"
"DOTA_Tooltip_ability_xhs_creep_double_tap_proc_damage_pct" "%BONUS HIT DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_berserker_blood" "Berserker Blood"
"DOTA_Tooltip_ability_xhs_creep_berserker_blood_Description" "Gains attack speed in proportion to missing health."
"DOTA_Tooltip_ability_xhs_creep_berserker_blood_low_health_attack_speed" "MAX ATTACK SPEED:"
"DOTA_Tooltip_ability_xhs_creep_fury_swipes" "Fury Swipes"
"DOTA_Tooltip_ability_xhs_creep_fury_swipes_Description" "Attacks from every unit with Fury Swipes add to one shared stack on the target, dealing increasing physical damage."
"DOTA_Tooltip_ability_xhs_creep_fury_swipes_damage_per_stack" "DAMAGE PER STACK:"
"DOTA_Tooltip_ability_xhs_creep_fury_swipes_stack_duration" "STACK DURATION:"
"DOTA_Tooltip_ability_xhs_creep_frost_arrows" "Frost Arrows"
"DOTA_Tooltip_ability_xhs_creep_frost_arrows_Description" "Attacks slow the target's movement and attack speed."
"DOTA_Tooltip_ability_xhs_creep_frost_arrows_slow_pct" "%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_xhs_creep_frost_arrows_attack_slow" "ATTACK SPEED SLOW:"
"DOTA_Tooltip_ability_xhs_creep_frost_arrows_debuff_duration" "SLOW DURATION:"
"DOTA_Tooltip_ability_xhs_creep_headshot" "Headshot"
"DOTA_Tooltip_ability_xhs_creep_headshot_Description" "Attacks can deal bonus physical damage."
"DOTA_Tooltip_ability_xhs_creep_headshot_proc_chance" "%PROC CHANCE:"
"DOTA_Tooltip_ability_xhs_creep_headshot_proc_damage_pct" "%BONUS DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_plague_cloud" "Plague Cloud"
"DOTA_Tooltip_ability_xhs_creep_plague_cloud_Description" "Damages nearby enemies every second based on attack damage."
"DOTA_Tooltip_ability_xhs_creep_plague_cloud_aura_radius" "RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_plague_cloud_aura_dot_damage_pct" "%ATTACK DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_xhs_creep_endurance" "Endurance"
"DOTA_Tooltip_ability_xhs_creep_endurance_Description" "Increases the attack speed of nearby allies."
"DOTA_Tooltip_ability_xhs_creep_endurance_aura_radius" "RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_endurance_aura_attack_speed" "BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_xhs_creep_thorns" "Thorns"
"DOTA_Tooltip_ability_xhs_creep_thorns_Description" "Reflects a portion of incoming damage."
"DOTA_Tooltip_ability_xhs_creep_thorns_reflect_pct" "%DAMAGE REFLECTED:"
"DOTA_Tooltip_ability_xhs_creep_death_aura" "Death Aura"
"DOTA_Tooltip_ability_xhs_creep_death_aura_Description" "Reduces the armor of nearby enemies."
"DOTA_Tooltip_ability_xhs_creep_death_aura_aura_radius" "RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_death_aura_aura_armor_reduction" "ARMOR REDUCTION:"
"DOTA_Tooltip_ability_xhs_creep_magic_ward" "Shamanic Ward"
"DOTA_Tooltip_ability_xhs_creep_magic_ward_Description" "Grants magic resistance."
"DOTA_Tooltip_ability_xhs_creep_magic_ward_magic_resist" "%MAGIC RESISTANCE:"
"DOTA_Tooltip_ability_xhs_creep_restoration" "Restoration"
"DOTA_Tooltip_ability_xhs_creep_restoration_Description" "Grants maximum-health regeneration to nearby allies."
"DOTA_Tooltip_ability_xhs_creep_restoration_aura_radius" "RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_restoration_aura_regen_pct" "%MAX HEALTH REGEN PER SECOND:"
"DOTA_Tooltip_ability_xhs_creep_chaos_strike" "Chaos Strike"
"DOTA_Tooltip_ability_xhs_creep_chaos_strike_Description" "Attacks can critically strike."
"DOTA_Tooltip_ability_xhs_creep_chaos_strike_crit_chance" "%CRITICAL CHANCE:"
"DOTA_Tooltip_ability_xhs_creep_chaos_strike_crit_damage" "%CRITICAL DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_mana_break" "Mana Break"
"DOTA_Tooltip_ability_xhs_creep_mana_break_Description" "Attacks burn a portion of the target's maximum mana and deal physical damage equal to the amount burned."
"DOTA_Tooltip_ability_xhs_creep_mana_break_mana_burn_pct" "%MAX MANA BURNED:"
"DOTA_Tooltip_ability_xhs_creep_fervor" "Fervor"
"DOTA_Tooltip_ability_xhs_creep_fervor_Description" "Grants attack speed."
"DOTA_Tooltip_ability_xhs_creep_fervor_attack_speed" "BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_xhs_creep_venom_shot" "Venom Shot"
"DOTA_Tooltip_ability_xhs_creep_venom_shot_Description" "Attacks poison the target based on attack damage."
"DOTA_Tooltip_ability_xhs_creep_venom_shot_dot_damage_pct" "%ATTACK DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_xhs_creep_venom_shot_debuff_duration" "POISON DURATION:"
"DOTA_Tooltip_ability_xhs_creep_scorching_breath" "Scorching Breath"
"DOTA_Tooltip_ability_xhs_creep_scorching_breath_Description" "Attacks burn the target based on attack damage."
"DOTA_Tooltip_ability_xhs_creep_scorching_breath_dot_damage_pct" "%ATTACK DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_xhs_creep_scorching_breath_debuff_duration" "BURN DURATION:"
"DOTA_Tooltip_ability_xhs_creep_titanic_cleave" "Titanic Cleave"
"DOTA_Tooltip_ability_xhs_creep_titanic_cleave_Description" "Attacks cleave around the primary target."
"DOTA_Tooltip_ability_xhs_creep_titanic_cleave_cleave_pct" "%CLEAVE DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_titanic_cleave_splash_radius" "CLEAVE RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_evasion" "Evasion"
"DOTA_Tooltip_ability_xhs_creep_evasion_Description" "Grants a chance to evade attacks."
"DOTA_Tooltip_ability_xhs_creep_evasion_evasion" "%EVASION:"
"DOTA_Tooltip_ability_xhs_creep_pack_leader" "Pack Leader"
"DOTA_Tooltip_ability_xhs_creep_pack_leader_Description" "Increases the attack damage of nearby allies."
"DOTA_Tooltip_ability_xhs_creep_pack_leader_aura_radius" "RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_pack_leader_aura_damage_pct" "%BONUS ATTACK DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_cold_skin" "Cold Skin"
"DOTA_Tooltip_ability_xhs_creep_cold_skin_Description" "Enemies that damage this unit have their movement and attack speed reduced."
"DOTA_Tooltip_ability_xhs_creep_cold_skin_retaliation_slow" "%MOVEMENT AND ATTACK SLOW:"
"DOTA_Tooltip_ability_xhs_creep_cold_skin_debuff_duration" "SLOW DURATION:"
"DOTA_Tooltip_ability_xhs_creep_corrosive_scales" "Corrosive Scales"
"DOTA_Tooltip_ability_xhs_creep_corrosive_scales_Description" "Attacks reduce the target's armor. Also grants magic resistance."
"DOTA_Tooltip_ability_xhs_creep_corrosive_scales_armor_reduction" "ARMOR REDUCTION:"
"DOTA_Tooltip_ability_xhs_creep_corrosive_scales_debuff_duration" "ARMOR REDUCTION DURATION:"
"DOTA_Tooltip_ability_xhs_creep_corrosive_scales_magic_resist" "%MAGIC RESISTANCE:"
"DOTA_Tooltip_ability_xhs_creep_untouchable" "Untouchable"
"DOTA_Tooltip_ability_xhs_creep_untouchable_Description" "Enemies that damage this unit have their movement and attack speed reduced."
"DOTA_Tooltip_ability_xhs_creep_untouchable_retaliation_slow" "%MOVEMENT AND ATTACK SLOW:"
"DOTA_Tooltip_ability_xhs_creep_untouchable_debuff_duration" "SLOW DURATION:"
"DOTA_Tooltip_ability_xhs_creep_silencing_glaive" "Silencing Glaive"
"DOTA_Tooltip_ability_xhs_creep_silencing_glaive_Description" "Attacks can silence the target. This effect has an internal cooldown."
"DOTA_Tooltip_ability_xhs_creep_silencing_glaive_silence_chance" "%SILENCE CHANCE:"
"DOTA_Tooltip_ability_xhs_creep_silencing_glaive_silence_duration" "SILENCE DURATION:"
"DOTA_Tooltip_ability_xhs_creep_silencing_glaive_proc_cooldown" "INTERNAL COOLDOWN:"
"DOTA_Tooltip_ability_xhs_creep_toxic_flight" "Toxic Flight"
"DOTA_Tooltip_ability_xhs_creep_toxic_flight_Description" "Attacks poison and slow the target."
"DOTA_Tooltip_ability_xhs_creep_toxic_flight_slow_pct" "%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_xhs_creep_toxic_flight_dot_damage_pct" "%ATTACK DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_xhs_creep_toxic_flight_debuff_duration" "POISON DURATION:"
"DOTA_Tooltip_ability_xhs_creep_static_charge" "Static Charge"
"DOTA_Tooltip_ability_xhs_creep_static_charge_Description" "Attacks can discharge bonus physical damage."
"DOTA_Tooltip_ability_xhs_creep_static_charge_proc_chance" "%PROC CHANCE:"
"DOTA_Tooltip_ability_xhs_creep_static_charge_proc_damage_pct" "%BONUS DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_death_surge" "Death Surge"
"DOTA_Tooltip_ability_xhs_creep_death_surge_Description" "Grants attack speed and lifesteal."
"DOTA_Tooltip_ability_xhs_creep_death_surge_attack_speed" "BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_xhs_creep_death_surge_lifesteal_pct" "%LIFESTEAL:"
"DOTA_Tooltip_ability_xhs_creep_riposte" "Riposte"
"DOTA_Tooltip_ability_xhs_creep_riposte_Description" "Grants evasion and reflects a portion of incoming damage."
"DOTA_Tooltip_ability_xhs_creep_riposte_evasion" "%EVASION:"
"DOTA_Tooltip_ability_xhs_creep_riposte_reflect_pct" "%DAMAGE REFLECTED:"
"DOTA_Tooltip_ability_xhs_creep_crushing_armor" "Crushing Armor"
"DOTA_Tooltip_ability_xhs_creep_crushing_armor_Description" "Attacks from every unit with Crushing Armor add to one shared debuff. Armor reduction stacks until the target reaches exactly 0 armor."
"DOTA_Tooltip_ability_xhs_creep_crushing_armor_armor_reduction" "ARMOR REDUCTION:"
"DOTA_Tooltip_ability_xhs_creep_crushing_armor_debuff_duration" "ARMOR REDUCTION DURATION:"
"DOTA_Tooltip_ability_xhs_creep_reactive_armor" "Reactive Armor"
"DOTA_Tooltip_ability_xhs_creep_reactive_armor_Description" "Grants armor and maximum-health regeneration."
"DOTA_Tooltip_ability_xhs_creep_reactive_armor_bonus_armor" "BONUS ARMOR:"
"DOTA_Tooltip_ability_xhs_creep_reactive_armor_regen_pct" "%MAX HEALTH REGEN PER SECOND:"
"DOTA_Tooltip_ability_xhs_creep_spell_ward" "Spell Ward"
"DOTA_Tooltip_ability_xhs_creep_spell_ward_Description" "Grants magic resistance."
"DOTA_Tooltip_ability_xhs_creep_spell_ward_magic_resist" "%MAGIC RESISTANCE:"
"DOTA_Tooltip_ability_xhs_creep_moon_glaive" "Moon Glaive"
"DOTA_Tooltip_ability_xhs_creep_moon_glaive_Description" "Attacks splash around the primary target."
"DOTA_Tooltip_ability_xhs_creep_moon_glaive_cleave_pct" "%SPLASH DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_moon_glaive_splash_radius" "SPLASH RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_geminate_shot" "Geminate Shot"
"DOTA_Tooltip_ability_xhs_creep_geminate_shot_Description" "Attacks can deal an additional physical hit."
"DOTA_Tooltip_ability_xhs_creep_geminate_shot_proc_chance" "%PROC CHANCE:"
"DOTA_Tooltip_ability_xhs_creep_geminate_shot_proc_damage_pct" "%BONUS HIT DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_knights_guard" "Knight's Guard"
"DOTA_Tooltip_ability_xhs_creep_knights_guard_Description" "Blocks a fixed amount of physical damage from each hit."
"DOTA_Tooltip_ability_xhs_creep_knights_guard_physical_block" "PHYSICAL DAMAGE BLOCK:"
"DOTA_Tooltip_ability_xhs_creep_shamanic_ward" "Shamanic Ward"
"DOTA_Tooltip_ability_xhs_creep_shamanic_ward_Description" "Grants magic resistance."
"DOTA_Tooltip_ability_xhs_creep_shamanic_ward_magic_resist" "%MAGIC RESISTANCE:"
"DOTA_Tooltip_ability_xhs_creep_chimaera_splash" "Chimaera Splash"
"DOTA_Tooltip_ability_xhs_creep_chimaera_splash_Description" "Attacks splash around the primary target."
"DOTA_Tooltip_ability_xhs_creep_chimaera_splash_cleave_pct" "%SPLASH DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_chimaera_splash_splash_radius" "SPLASH RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_devotion" "Devotion"
"DOTA_Tooltip_ability_xhs_creep_devotion_Description" "Grants maximum-health regeneration to nearby allies."
"DOTA_Tooltip_ability_xhs_creep_devotion_aura_radius" "RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_devotion_aura_regen_pct" "%MAX HEALTH REGEN PER SECOND:"
"DOTA_Tooltip_ability_xhs_creep_spiked_carapace" "Spiked Carapace"
"DOTA_Tooltip_ability_xhs_creep_spiked_carapace_Description" "Reflects a portion of incoming damage."
"DOTA_Tooltip_ability_xhs_creep_spiked_carapace_reflect_pct" "%DAMAGE REFLECTED:"
"DOTA_Tooltip_ability_xhs_creep_craggy_exterior" "Craggy Exterior"
"DOTA_Tooltip_ability_xhs_creep_craggy_exterior_Description" "Enemies that damage this unit have their movement and attack speed reduced."
"DOTA_Tooltip_ability_xhs_creep_craggy_exterior_retaliation_slow" "%MOVEMENT AND ATTACK SLOW:"
"DOTA_Tooltip_ability_xhs_creep_craggy_exterior_debuff_duration" "SLOW DURATION:"
"DOTA_Tooltip_ability_xhs_creep_dread_aura" "Dread Aura"
"DOTA_Tooltip_ability_xhs_creep_dread_aura_Description" "Reduces the base attack damage of nearby enemy heroes."
"DOTA_Tooltip_ability_xhs_creep_dread_aura_aura_radius" "RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_dread_aura_aura_damage_pct" "%BASE ATTACK DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_fiery_soul" "Fiery Soul"
"DOTA_Tooltip_ability_xhs_creep_fiery_soul_Description" "Attacks burn the target based on attack damage."
"DOTA_Tooltip_ability_xhs_creep_fiery_soul_dot_damage_pct" "%ATTACK DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_xhs_creep_fiery_soul_debuff_duration" "BURN DURATION:"
"DOTA_Tooltip_ability_xhs_creep_frostmourne_hunger" "Frostmourne Hunger"
"DOTA_Tooltip_ability_xhs_creep_frostmourne_hunger_Description" "Attacks restore health based on damage dealt."
"DOTA_Tooltip_ability_xhs_creep_frostmourne_hunger_lifesteal_pct" "%LIFESTEAL:"
"DOTA_Tooltip_ability_xhs_creep_unholy_sustain" "Unholy Sustain"
"DOTA_Tooltip_ability_xhs_creep_unholy_sustain_Description" "Grants lifesteal and maximum-health regeneration."
"DOTA_Tooltip_ability_xhs_creep_unholy_sustain_lifesteal_pct" "%LIFESTEAL:"
"DOTA_Tooltip_ability_xhs_creep_unholy_sustain_regen_pct" "%MAX HEALTH REGEN PER SECOND:"
"DOTA_Tooltip_ability_xhs_creep_war_leader" "War Leader"
"DOTA_Tooltip_ability_xhs_creep_war_leader_Description" "Increases the attack damage of nearby allies."
"DOTA_Tooltip_ability_xhs_creep_war_leader_aura_radius" "RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_war_leader_aura_damage_pct" "%BONUS ATTACK DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_vengeance_aura" "Vengeance Aura"
"DOTA_Tooltip_ability_xhs_creep_vengeance_aura_Description" "Increases the attack damage of nearby allies."
"DOTA_Tooltip_ability_xhs_creep_vengeance_aura_aura_radius" "RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_vengeance_aura_aura_damage_pct" "%BONUS ATTACK DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_command_aura" "Command Aura"
"DOTA_Tooltip_ability_xhs_creep_command_aura_Description" "Increases the attack damage of nearby allies."
"DOTA_Tooltip_ability_xhs_creep_command_aura_aura_radius" "RADIUS:"
"DOTA_Tooltip_ability_xhs_creep_command_aura_aura_damage_pct" "%BONUS ATTACK DAMAGE:"
"DOTA_Tooltip_ability_xhs_creep_fel_ward" "Fel Ward"
"DOTA_Tooltip_ability_xhs_creep_fel_ward_Description" "Grants magic resistance."
"DOTA_Tooltip_ability_xhs_creep_fel_ward_magic_resist" "%MAGIC RESISTANCE:"
"DOTA_Tooltip_ability_xhs_creep_crippling_strike" "Crippling Strike"
"DOTA_Tooltip_ability_xhs_creep_crippling_strike_Description" "Attacks slow the target's movement and attack speed."
"DOTA_Tooltip_ability_xhs_creep_crippling_strike_slow_pct" "%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_xhs_creep_crippling_strike_attack_slow" "ATTACK SPEED SLOW:"
"DOTA_Tooltip_ability_xhs_creep_crippling_strike_debuff_duration" "SLOW DURATION:"

"DOTA_Tooltip_modifier_xhs_creep_cold_skin_debuff" "Cold Skin"
"DOTA_Tooltip_modifier_xhs_creep_cold_skin_debuff_Description" "Enemies that damage this unit have their movement and attack speed reduced."
"DOTA_Tooltip_modifier_xhs_creep_command_aura" "Command Aura"
"DOTA_Tooltip_modifier_xhs_creep_command_aura_Description" "Increases the attack damage of nearby allies."
"DOTA_Tooltip_modifier_xhs_creep_corrosive_scales_debuff" "Corrosive Scales"
"DOTA_Tooltip_modifier_xhs_creep_corrosive_scales_debuff_Description" "Attacks reduce the target's armor. Also grants magic resistance."
"DOTA_Tooltip_modifier_xhs_creep_craggy_exterior_debuff" "Craggy Exterior"
"DOTA_Tooltip_modifier_xhs_creep_craggy_exterior_debuff_Description" "Enemies that damage this unit have their movement and attack speed reduced."
"DOTA_Tooltip_modifier_xhs_creep_crippling_strike_debuff" "Crippling Strike"
"DOTA_Tooltip_modifier_xhs_creep_crippling_strike_debuff_Description" "Attacks slow the target's movement and attack speed."
"DOTA_Tooltip_modifier_xhs_creep_crushing_armor_debuff" "Crushing Armor"
"DOTA_Tooltip_modifier_xhs_creep_crushing_armor_debuff_Description" "Armor reduction: %fMODIFIER_PROPERTY_TOOLTIP%."
"DOTA_Tooltip_modifier_xhs_creep_death_aura_debuff" "Death Aura"
